scope,variable,H5_N,H5_missing,H5_mean,H5_median,H5_std,H5_q25,H5_q75,H5_IQR,H7_N,H7_missing,H7_mean,H7_median,H7_std,H7_q25,H7_q75,H7_IQR,mean_difference,median_difference,IQR_difference,standardized_mean_difference,KS
S1_eligible_observations,h3_atr_change_4,44972,0,0.09927567996390482,0.07148753502947658,0.15693039054366167,-0.01834175731458565,0.18589954768214878,0.20424130499673443,8462,0,0.07779761274658416,0.052181873780381416,0.14060110309612994,-0.02359890120217889,0.15151430502150864,0.17511320622368753,-0.021478067217320665,-0.019305661249095163,-0.029128098773046895,-0.14415813843988384,0.0767837359995609
S1_eligible_observations,h3_slope_atr_8,44972,0,0.09625331708025452,0.08617310799372624,0.29683500415601394,-0.09611190289368941,0.2923348469404551,0.3884467498341445,8462,0,0.09252948112284771,0.08410857077987861,0.2938982871007597,-0.11325727619294589,0.29591363117945435,0.40917090737240025,-0.0037238359574068014,-0.0020645372138476253,0.02072415753825574,-0.012607347505603255,0.024533482668267242
S1_eligible_observations,state_age,44972,0,11.51992350796051,8.0,11.798012778615702,3.0,16.0,13.0,8462,0,13.245095722051525,8.0,14.967252088715568,3.0,17.0,14.0,1.7251722140910157,0.0,1.0,0.12801696102890142,0.03422716365253076
S1_eligible_observations,bars_since_transition,42654,2318,10.32740188493459,7.0,11.590097484888078,2.0,15.0,13.0,8052,410,12.096000993541978,7.0,14.932002509650346,2.0,16.0,14.0,1.768599108607388,0.0,1.0,0.1323216460056754,0.034593768301790284
S1_eligible_observations,max_posterior,44972,0,0.9390074564120598,0.9990687578913986,0.1190770554110908,0.9498745693219341,0.9999723675412833,0.05009779821934912,8462,0,0.9402453007289463,0.9995129334348044,0.11953290147964933,0.9568824953228058,0.9999808882374799,0.0430983929146741,0.0012378443168864495,0.00044417554340581145,-0.0069994053046750215,0.010375443457021483,0.045048177565060965
S1_eligible_observations,posterior_margin,44972,0,0.8786368661268344,0.9981871175908168,0.23692923835817906,0.9003625890790385,0.999946426473227,0.09958383739418841,8462,0,0.8810281709183142,0.9990372172144929,0.2380479719380507,0.9138851251576734,0.9999630279794294,0.08607790282175598,0.0023913047914797536,0.0008500996236761038,-0.013505934572432432,0.010069106923990202,0.04493426441049497
S1_eligible_observations,posterior_entropy,44972,0,0.13996925233623211,0.0075083454966454275,0.22310973981482154,0.00032267143081242736,0.20053753784420444,0.200214866413392,8462,0,0.13462209599182354,0.004281642681627623,0.2235362143420727,0.00022920522415703602,0.17862445279355,0.17839524756939296,-0.005347156344408577,-0.0032267028150178047,-0.02181961884399905,-0.023943590475193337,0.045476916722446914
S1_matched_entries,er_4,794,0,0.4987162157642288,0.4561883899234753,0.315578654847382,0.22167182662530807,0.7609721082854405,0.5393002816601324,63,0,0.42898175979449615,0.3684210526316097,0.3216497048956577,0.13594470046087215,0.6627906976743525,0.5268459972134804,-0.06973445596973266,-0.08776733729186564,-0.012454284446652086,-0.21885809147200705,0.13687977289992403
S1_matched_entries,er_16,794,0,0.17202634228741542,0.1355599641274886,0.14248821424447922,0.0618904048684225,0.2459129050925999,0.18402250022417738,63,0,0.10987207259925326,0.0965034965034707,0.08171157246892244,0.04328438729669653,0.16610587707491886,0.12282148977822233,-0.062154269688162164,-0.039056467624017904,-0.06120101044595505,-0.535140266680834,0.2135860221502539
S1_matched_entries,rv_16,794,0,0.0018032453166229988,0.0016142485877756376,0.0009353321172482157,0.0010889453080903774,0.002271600452734451,0.0011826551446440735,63,0,0.001451426318475529,0.0014654095159335773,0.0006656377215058334,0.0009232214426441326,0.001853561769624926,0.0009303403269807933,-0.0003518189981474699,-0.0001488390718420603,-0.0002523148176632802,-0.4334008941193007,0.1873575626724241
