entry_time,required_state_timestamp,weekday,hour_utc,missing_features,number_missing_features,continuity_segment_id,bars_since_segment_start,segment_start_utc,completed_m15_bars,completed_h1_bars,completed_h3_bars,warmup_shortfall_features,preceding_gap_classification,diagnostic_reason,cause_explained,previous_available_feature_timestamp,next_available_feature_timestamp,previous_complete_vector_timestamp,next_complete_vector_timestamp
2016-01-04T14:26:05+00:00,2016-01-04T14:15:00+00:00,Monday,14,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,0,152.0,2016-01-03T00:00:00+00:00,153.0,38.0,12.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",,INITIAL_SEGMENT_WARMUP,True,2016-01-04T14:00:00+00:00,2016-01-04T14:30:00+00:00,,2016-01-05T09:00:00+00:00
2016-01-05T02:01:40+00:00,2016-01-05T02:00:00+00:00,Tuesday,2,"[""h3_atr_change_4""]",1.0,0,199.0,2016-01-03T00:00:00+00:00,200.0,50.0,16.0,"[""h3_atr_change_4""]",,INITIAL_SEGMENT_WARMUP,True,2016-01-05T01:45:00+00:00,2016-01-05T02:15:00+00:00,,2016-01-05T09:00:00+00:00
2016-01-11T08:15:38+00:00,2016-01-11T08:15:00+00:00,Monday,8,"[""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",6.0,1,32.0,2016-01-11T00:00:00+00:00,33.0,8.0,2.0,"[""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",EXPECTED_MARKET_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-11T08:00:00+00:00,2016-01-11T08:30:00+00:00,2016-01-08T22:00:00+00:00,2016-01-13T09:00:00+00:00
2016-01-11T16:22:26+00:00,2016-01-11T16:15:00+00:00,Monday,16,"[""h1_atr_change_4"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",4.0,1,64.0,2016-01-11T00:00:00+00:00,65.0,16.0,5.0,"[""h1_atr_change_4"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",EXPECTED_MARKET_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-11T16:00:00+00:00,2016-01-11T16:30:00+00:00,2016-01-08T22:00:00+00:00,2016-01-13T09:00:00+00:00
2016-01-11T17:00:02+00:00,2016-01-11T17:00:00+00:00,Monday,17,"[""h1_atr_change_4"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",4.0,1,67.0,2016-01-11T00:00:00+00:00,68.0,17.0,5.0,"[""h1_atr_change_4"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",EXPECTED_MARKET_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-11T16:45:00+00:00,2016-01-11T17:15:00+00:00,2016-01-08T22:00:00+00:00,2016-01-13T09:00:00+00:00
2016-01-11T21:41:03+00:00,2016-01-11T21:30:00+00:00,Monday,21,"[""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",3.0,1,85.0,2016-01-11T00:00:00+00:00,86.0,21.0,7.0,"[""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",EXPECTED_MARKET_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-11T21:15:00+00:00,2016-01-11T21:45:00+00:00,2016-01-08T22:00:00+00:00,2016-01-13T09:00:00+00:00
2016-01-12T03:04:31+00:00,2016-01-12T03:00:00+00:00,Tuesday,3,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,1,107.0,2016-01-11T00:00:00+00:00,108.0,27.0,9.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",EXPECTED_MARKET_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-12T02:45:00+00:00,2016-01-12T03:15:00+00:00,2016-01-08T22:00:00+00:00,2016-01-13T09:00:00+00:00
2016-01-12T10:32:39+00:00,2016-01-12T10:30:00+00:00,Tuesday,10,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,1,137.0,2016-01-11T00:00:00+00:00,138.0,34.0,11.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",EXPECTED_MARKET_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-12T10:15:00+00:00,2016-01-12T10:45:00+00:00,2016-01-08T22:00:00+00:00,2016-01-13T09:00:00+00:00
2016-01-12T11:15:38+00:00,2016-01-12T11:15:00+00:00,Tuesday,11,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,1,140.0,2016-01-11T00:00:00+00:00,141.0,35.0,11.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",EXPECTED_MARKET_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-12T11:00:00+00:00,2016-01-12T11:30:00+00:00,2016-01-08T22:00:00+00:00,2016-01-13T09:00:00+00:00
2016-01-13T02:23:05+00:00,2016-01-13T02:15:00+00:00,Wednesday,2,"[""h3_atr_change_4""]",1.0,1,200.0,2016-01-11T00:00:00+00:00,201.0,50.0,16.0,"[""h3_atr_change_4""]",EXPECTED_MARKET_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-13T02:00:00+00:00,2016-01-13T02:30:00+00:00,2016-01-08T22:00:00+00:00,2016-01-13T09:00:00+00:00
2016-01-18T08:37:37+00:00,2016-01-18T08:30:00+00:00,Monday,8,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,2,129.0,2016-01-17T00:00:00+00:00,130.0,32.0,10.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-18T08:15:00+00:00,2016-01-18T08:45:00+00:00,2016-01-15T22:00:00+00:00,2016-01-19T09:00:00+00:00
2016-01-18T14:33:41+00:00,2016-01-18T14:30:00+00:00,Monday,14,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,2,153.0,2016-01-17T00:00:00+00:00,154.0,38.0,12.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-18T14:15:00+00:00,2016-01-18T14:45:00+00:00,2016-01-15T22:00:00+00:00,2016-01-19T09:00:00+00:00
2016-01-18T17:45:38+00:00,2016-01-18T17:45:00+00:00,Monday,17,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,2,166.0,2016-01-17T00:00:00+00:00,167.0,41.0,13.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-18T17:30:00+00:00,2016-01-18T18:00:00+00:00,2016-01-15T22:00:00+00:00,2016-01-19T09:00:00+00:00
2016-01-19T02:18:19+00:00,2016-01-19T02:15:00+00:00,Tuesday,2,"[""h3_atr_change_4""]",1.0,2,200.0,2016-01-17T00:00:00+00:00,201.0,50.0,16.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-19T02:00:00+00:00,2016-01-19T02:30:00+00:00,2016-01-15T22:00:00+00:00,2016-01-19T09:00:00+00:00
2016-01-19T05:50:40+00:00,2016-01-19T05:45:00+00:00,Tuesday,5,"[""h3_atr_change_4""]",1.0,2,214.0,2016-01-17T00:00:00+00:00,215.0,53.0,17.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-19T05:30:00+00:00,2016-01-19T06:00:00+00:00,2016-01-15T22:00:00+00:00,2016-01-19T09:00:00+00:00
2016-01-26T02:27:40+00:00,2016-01-26T02:15:00+00:00,Tuesday,2,"[""h3_atr_change_4""]",1.0,3,200.0,2016-01-24T00:00:00+00:00,201.0,50.0,16.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-26T02:00:00+00:00,2016-01-26T02:30:00+00:00,2016-01-22T22:00:00+00:00,2016-01-26T09:00:00+00:00
2016-01-26T05:09:34+00:00,2016-01-26T05:00:00+00:00,Tuesday,5,"[""h3_atr_change_4""]",1.0,3,211.0,2016-01-24T00:00:00+00:00,212.0,53.0,17.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-01-26T04:45:00+00:00,2016-01-26T05:15:00+00:00,2016-01-22T22:00:00+00:00,2016-01-26T09:00:00+00:00
2016-02-01T08:24:53+00:00,2016-02-01T08:15:00+00:00,Monday,8,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,4,128.0,2016-01-31T00:00:00+00:00,129.0,32.0,10.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-01T08:00:00+00:00,2016-02-01T08:30:00+00:00,2016-01-29T22:00:00+00:00,2016-02-02T09:00:00+00:00
2016-02-01T11:35:27+00:00,2016-02-01T11:30:00+00:00,Monday,11,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,4,141.0,2016-01-31T00:00:00+00:00,142.0,35.0,11.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-01T11:15:00+00:00,2016-02-01T11:45:00+00:00,2016-01-29T22:00:00+00:00,2016-02-02T09:00:00+00:00
2016-02-02T00:04:59+00:00,2016-02-02T00:00:00+00:00,Tuesday,0,"[""h3_atr_change_4""]",1.0,4,191.0,2016-01-31T00:00:00+00:00,192.0,48.0,16.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-01T23:45:00+00:00,2016-02-02T00:15:00+00:00,2016-01-29T22:00:00+00:00,2016-02-02T09:00:00+00:00
2016-02-02T02:55:05+00:00,2016-02-02T02:45:00+00:00,Tuesday,2,"[""h3_atr_change_4""]",1.0,4,202.0,2016-01-31T00:00:00+00:00,203.0,50.0,16.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-02T02:30:00+00:00,2016-02-02T03:00:00+00:00,2016-01-29T22:00:00+00:00,2016-02-02T09:00:00+00:00
2016-02-02T05:07:40+00:00,2016-02-02T05:00:00+00:00,Tuesday,5,"[""h3_atr_change_4""]",1.0,4,211.0,2016-01-31T00:00:00+00:00,212.0,53.0,17.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-02T04:45:00+00:00,2016-02-02T05:15:00+00:00,2016-01-29T22:00:00+00:00,2016-02-02T09:00:00+00:00
2016-02-08T13:16:05+00:00,2016-02-08T13:15:00+00:00,Monday,13,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,5,148.0,2016-02-07T00:00:00+00:00,149.0,37.0,12.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-08T13:00:00+00:00,2016-02-08T13:30:00+00:00,2016-02-05T22:00:00+00:00,2016-02-09T09:00:00+00:00
2016-02-08T15:22:42+00:00,2016-02-08T15:15:00+00:00,Monday,15,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,5,156.0,2016-02-07T00:00:00+00:00,157.0,39.0,13.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-08T15:00:00+00:00,2016-02-08T15:30:00+00:00,2016-02-05T22:00:00+00:00,2016-02-09T09:00:00+00:00
2016-02-09T02:00:59+00:00,2016-02-09T02:00:00+00:00,Tuesday,2,"[""h3_atr_change_4""]",1.0,5,199.0,2016-02-07T00:00:00+00:00,200.0,50.0,16.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-09T01:45:00+00:00,2016-02-09T02:15:00+00:00,2016-02-05T22:00:00+00:00,2016-02-09T09:00:00+00:00
2016-02-09T08:58:31+00:00,2016-02-09T08:45:00+00:00,Tuesday,8,"[""h3_atr_change_4""]",1.0,5,226.0,2016-02-07T00:00:00+00:00,227.0,56.0,18.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-09T08:30:00+00:00,2016-02-09T09:00:00+00:00,2016-02-05T22:00:00+00:00,2016-02-09T09:00:00+00:00
2016-02-15T09:08:31+00:00,2016-02-15T09:00:00+00:00,Monday,9,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,6,131.0,2016-02-14T00:00:00+00:00,132.0,33.0,11.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-15T08:45:00+00:00,2016-02-15T09:15:00+00:00,2016-02-12T22:00:00+00:00,2016-02-19T09:00:00+00:00
2016-02-15T14:18:39+00:00,2016-02-15T14:15:00+00:00,Monday,14,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,6,152.0,2016-02-14T00:00:00+00:00,153.0,38.0,12.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-15T14:00:00+00:00,2016-02-15T14:30:00+00:00,2016-02-12T22:00:00+00:00,2016-02-19T09:00:00+00:00
2016-02-16T05:58:04+00:00,2016-02-16T05:45:00+00:00,Tuesday,5,,,,,,,,,,,SOURCE_BAR_GAP,True,2016-02-16T00:00:00+00:00,2016-02-17T00:15:00+00:00,2016-02-12T22:00:00+00:00,2016-02-19T09:00:00+00:00
2016-02-16T17:10:39+00:00,2016-02-16T17:00:00+00:00,Tuesday,17,,,,,,,,,,,SOURCE_BAR_GAP,True,2016-02-16T00:00:00+00:00,2016-02-17T00:15:00+00:00,2016-02-12T22:00:00+00:00,2016-02-19T09:00:00+00:00
2016-02-16T20:20:00+00:00,2016-02-16T20:15:00+00:00,Tuesday,20,,,,,,,,,,,SOURCE_BAR_GAP,True,2016-02-16T00:00:00+00:00,2016-02-17T00:15:00+00:00,2016-02-12T22:00:00+00:00,2016-02-19T09:00:00+00:00
2016-02-17T02:00:26+00:00,2016-02-17T02:00:00+00:00,Wednesday,2,"[""er_16"", ""rv_16"", ""atr_change_1"", ""atr_change_8"", ""slope_atr_4"", ""slope_atr_16"", ""range_pos_16"", ""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",13.0,7,7.0,2016-02-17T00:00:00+00:00,8.0,2.0,0.0,"[""er_16"", ""rv_16"", ""atr_change_1"", ""atr_change_8"", ""slope_atr_4"", ""slope_atr_16"", ""range_pos_16"", ""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2016-02-17T01:45:00+00:00,2016-02-17T02:15:00+00:00,2016-02-12T22:00:00+00:00,2016-02-19T09:00:00+00:00
2016-02-17T11:05:05+00:00,2016-02-17T11:00:00+00:00,Wednesday,11,"[""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",5.0,7,43.0,2016-02-17T00:00:00+00:00,44.0,11.0,3.0,"[""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2016-02-17T10:45:00+00:00,2016-02-17T11:15:00+00:00,2016-02-12T22:00:00+00:00,2016-02-19T09:00:00+00:00
2016-02-18T09:13:35+00:00,2016-02-18T09:00:00+00:00,Thursday,9,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,7,131.0,2016-02-17T00:00:00+00:00,132.0,33.0,11.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2016-02-18T08:45:00+00:00,2016-02-18T09:15:00+00:00,2016-02-12T22:00:00+00:00,2016-02-19T09:00:00+00:00
2016-02-18T12:27:42+00:00,2016-02-18T12:15:00+00:00,Thursday,12,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,7,144.0,2016-02-17T00:00:00+00:00,145.0,36.0,12.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2016-02-18T12:00:00+00:00,2016-02-18T12:30:00+00:00,2016-02-12T22:00:00+00:00,2016-02-19T09:00:00+00:00
2016-02-18T17:00:31+00:00,2016-02-18T17:00:00+00:00,Thursday,17,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,7,163.0,2016-02-17T00:00:00+00:00,164.0,41.0,13.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2016-02-18T16:45:00+00:00,2016-02-18T17:15:00+00:00,2016-02-12T22:00:00+00:00,2016-02-19T09:00:00+00:00
2016-02-19T08:32:59+00:00,2016-02-19T08:30:00+00:00,Friday,8,"[""h3_atr_change_4""]",1.0,7,225.0,2016-02-17T00:00:00+00:00,226.0,56.0,18.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2016-02-19T08:15:00+00:00,2016-02-19T08:45:00+00:00,2016-02-12T22:00:00+00:00,2016-02-19T09:00:00+00:00
2016-02-19T23:36:30+00:00,2016-02-19T23:30:00+00:00,Friday,23,,,,,,,,,,,SOURCE_BAR_GAP,True,2016-02-19T22:00:00+00:00,2016-02-21T00:15:00+00:00,2016-02-19T22:00:00+00:00,2016-02-23T09:00:00+00:00
2016-02-22T12:07:59+00:00,2016-02-22T12:00:00+00:00,Monday,12,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,8,143.0,2016-02-21T00:00:00+00:00,144.0,36.0,12.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-22T11:45:00+00:00,2016-02-22T12:15:00+00:00,2016-02-19T22:00:00+00:00,2016-02-23T09:00:00+00:00
2016-02-23T01:35:39+00:00,2016-02-23T01:30:00+00:00,Tuesday,1,"[""h3_atr_change_4""]",1.0,8,197.0,2016-02-21T00:00:00+00:00,198.0,49.0,16.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-23T01:15:00+00:00,2016-02-23T01:45:00+00:00,2016-02-19T22:00:00+00:00,2016-02-23T09:00:00+00:00
2016-02-23T08:08:00+00:00,2016-02-23T08:00:00+00:00,Tuesday,8,"[""h3_atr_change_4""]",1.0,8,223.0,2016-02-21T00:00:00+00:00,224.0,56.0,18.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-23T07:45:00+00:00,2016-02-23T08:15:00+00:00,2016-02-19T22:00:00+00:00,2016-02-23T09:00:00+00:00
2016-02-29T06:23:35+00:00,2016-02-29T06:15:00+00:00,Monday,6,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,9,120.0,2016-02-28T00:00:00+00:00,121.0,30.0,10.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-29T06:00:00+00:00,2016-02-29T06:30:00+00:00,2016-02-26T22:00:00+00:00,2016-03-01T09:00:00+00:00
2016-02-29T12:04:05+00:00,2016-02-29T12:00:00+00:00,Monday,12,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,9,143.0,2016-02-28T00:00:00+00:00,144.0,36.0,12.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-29T11:45:00+00:00,2016-02-29T12:15:00+00:00,2016-02-26T22:00:00+00:00,2016-03-01T09:00:00+00:00
2016-02-29T17:21:31+00:00,2016-02-29T17:15:00+00:00,Monday,17,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,9,164.0,2016-02-28T00:00:00+00:00,165.0,41.0,13.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-02-29T17:00:00+00:00,2016-02-29T17:30:00+00:00,2016-02-26T22:00:00+00:00,2016-03-01T09:00:00+00:00
2016-03-01T05:03:24+00:00,2016-03-01T05:00:00+00:00,Tuesday,5,"[""h3_atr_change_4""]",1.0,9,211.0,2016-02-28T00:00:00+00:00,212.0,53.0,17.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-03-01T04:45:00+00:00,2016-03-01T05:15:00+00:00,2016-02-26T22:00:00+00:00,2016-03-01T09:00:00+00:00
2016-03-07T00:01:00+00:00,2016-03-07T00:00:00+00:00,Monday,0,"[""atr_change_8"", ""h1_atr_change_4"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",5.0,10,95.0,2016-03-06T00:00:00+00:00,96.0,24.0,8.0,"[""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,SPECIFIC_FEATURE_INCOMPLETE,False,2016-03-06T23:45:00+00:00,2016-03-07T00:15:00+00:00,2016-03-04T22:00:00+00:00,2016-03-08T09:00:00+00:00
2016-03-07T17:01:02+00:00,2016-03-07T17:00:00+00:00,Monday,17,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,10,163.0,2016-03-06T00:00:00+00:00,164.0,41.0,13.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-03-07T16:45:00+00:00,2016-03-07T17:15:00+00:00,2016-03-04T22:00:00+00:00,2016-03-08T09:00:00+00:00
2016-03-14T09:34:04+00:00,2016-03-14T09:30:00+00:00,Monday,9,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,11,133.0,2016-03-13T00:00:00+00:00,134.0,33.0,11.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-03-14T09:15:00+00:00,2016-03-14T09:45:00+00:00,2016-03-11T22:00:00+00:00,2016-03-15T09:00:00+00:00
2016-03-14T16:00:41+00:00,2016-03-14T16:00:00+00:00,Monday,16,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,11,159.0,2016-03-13T00:00:00+00:00,160.0,40.0,13.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-03-14T15:45:00+00:00,2016-03-14T16:15:00+00:00,2016-03-11T22:00:00+00:00,2016-03-15T09:00:00+00:00
2016-03-14T19:52:05+00:00,2016-03-14T19:45:00+00:00,Monday,19,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,11,174.0,2016-03-13T00:00:00+00:00,175.0,43.0,14.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-03-14T19:30:00+00:00,2016-03-14T20:00:00+00:00,2016-03-11T22:00:00+00:00,2016-03-15T09:00:00+00:00
2016-03-15T07:23:23+00:00,2016-03-15T07:15:00+00:00,Tuesday,7,"[""h3_atr_change_4""]",1.0,11,220.0,2016-03-13T00:00:00+00:00,221.0,55.0,18.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2016-03-15T07:00:00+00:00,2016-03-15T07:30:00+00:00,2016-03-11T22:00:00+00:00,2016-03-15T09:00:00+00:00
2016-03-18T22:58:43+00:00,2016-03-18T22:45:00+00:00,Friday,22,,,,,,,,,,,SOURCE_BAR_GAP,True,2016-03-18T21:00:00+00:00,2016-03-20T00:15:00+00:00,2016-03-18T21:00:00+00:00,2016-03-24T09:00:00+00:00
2016-03-21T09:19:29+00:00,2016-03-21T09:15:00+00:00,Monday,9,,,,,,,,,,,SOURCE_BAR_GAP,True,2016-03-21T00:00:00+00:00,2016-03-22T00:15:00+00:00,2016-03-18T21:00:00+00:00,2016-03-24T09:00:00+00:00
2016-03-21T22:55:31+00:00,2016-03-21T22:45:00+00:00,Monday,22,,,,,,,,,,,SOURCE_BAR_GAP,True,2016-03-21T00:00:00+00:00,2016-03-22T00:15:00+00:00,2016-03-18T21:00:00+00:00,2016-03-24T09:00:00+00:00
2016-03-22T10:12:23+00:00,2016-03-22T10:00:00+00:00,Tuesday,10,"[""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",5.0,13,39.0,2016-03-22T00:00:00+00:00,40.0,10.0,3.0,"[""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2016-03-22T09:45:00+00:00,2016-03-22T10:15:00+00:00,2016-03-18T21:00:00+00:00,2016-03-24T09:00:00+00:00
2016-03-23T02:01:34+00:00,2016-03-23T02:00:00+00:00,Wednesday,2,"[""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",3.0,13,103.0,2016-03-22T00:00:00+00:00,104.0,26.0,8.0,"[""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2016-03-23T01:45:00+00:00,2016-03-23T02:15:00+00:00,2016-03-18T21:00:00+00:00,2016-03-24T09:00:00+00:00
2016-03-23T16:20:38+00:00,2016-03-23T16:15:00+00:00,Wednesday,16,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,13,160.0,2016-03-22T00:00:00+00:00,161.0,40.0,13.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2016-03-23T16:00:00+00:00,2016-03-23T16:30:00+00:00,2016-03-18T21:00:00+00:00,2016-03-24T09:00:00+00:00
2016-03-24T03:02:41+00:00,2016-03-24T03:00:00+00:00,Thursday,3,"[""h3_atr_change_4""]",1.0,13,203.0,2016-03-22T00:00:00+00:00,204.0,51.0,17.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2016-03-24T02:45:00+00:00,2016-03-24T03:15:00+00:00,2016-03-18T21:00:00+00:00,2016-03-24T09:00:00+00:00
2016-03-24T07:30:03+00:00,2016-03-24T07:30:00+00:00,Thursday,7,"[""h3_atr_change_4""]",1.0,13,221.0,2016-03-22T00:00:00+00:00,222.0,55.0,18.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2016-03-24T07:15:00+00:00,2016-03-24T07:45:00+00:00,2016-03-18T21:00:00+00:00,2016-03-24T09:00:00+00:00
