entry_time,entry_price,entry_deal,entry_order,exit_time,exit_price,exit_deal,profit,commission,swap,outcome,required_state_timestamp,state_timestamp,continuity_segment_id,state_at_entry,p_S0,p_S1,p_S2,max_posterior,posterior_entropy,posterior_margin,state_age,bars_since_transition,state_match_status,state_diagnostic_reason,missing_features
2025-02-07 03:39:22+00:00,1.03807,132,218,2025-02-07 07:40:34+00:00,1.03859,133,0.5,0.0,0.0,WIN,2025-02-07 03:30:00+00:00,2025-02-07 03:30:00+00:00,5.0,S1,1.7203988866142535e-06,0.5589179572107229,0.4410803223903908,0.5589179572107229,0.6862115194700094,0.1178376348203321,7.0,6.0,MATCHED,MATCHED,[]
2025-02-07 12:27:58+00:00,1.03733,134,221,2025-02-07 13:10:59+00:00,1.03785,135,0.5,0.0,0.0,WIN,2025-02-07 12:15:00+00:00,2025-02-07 12:15:00+00:00,5.0,S2,9.293446775721565e-05,2.351089137360638e-08,0.9999070420213508,0.9999070420213508,0.0009561345537810835,0.9998141075535936,7.0,6.0,MATCHED,MATCHED,[]
2025-02-07 15:54:07+00:00,1.03457,136,223,2025-02-07 15:59:02+00:00,1.03507,137,0.48,0.0,0.0,WIN,2025-02-07 15:45:00+00:00,2025-02-07 15:45:00+00:00,5.0,S2,0.002000049923581197,0.03316033449061287,0.9648396155858043,0.9648396155858043,0.1599217519747289,0.9316792810951915,1.0,0.0,MATCHED,MATCHED,[]
2025-02-07 20:44:34+00:00,1.0323,138,226,2025-02-07 20:53:51+00:00,1.0328,139,0.48,0.0,0.0,WIN,2025-02-07 20:30:00+00:00,2025-02-07 20:30:00+00:00,5.0,S2,1.2392830935218523e-05,3.894467908526179e-06,0.9999837127011559,0.9999837127011559,0.00020481554425806555,0.9999713198702207,11.0,10.0,MATCHED,MATCHED,[]
2025-02-10 08:00:15+00:00,1.03122,140,230,2025-02-10 08:28:29+00:00,1.03173,141,0.49,0.0,0.0,WIN,2025-02-10 08:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-02-10 14:15:41+00:00,1.03127,142,233,2025-02-10 15:30:08+00:00,1.03177,143,0.48,0.0,0.0,WIN,2025-02-10 14:15:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-02-10 23:15:05+00:00,1.03031,144,237,2025-02-11 06:24:42+00:00,1.03081,145,0.41,0.0,-0.08,WIN,2025-02-10 23:15:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4""]"
2025-02-11 08:04:37+00:00,1.03019,146,239,2025-02-11 08:19:16+00:00,1.03076,147,0.55,0.0,0.0,WIN,2025-02-11 08:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4""]"
2025-02-12 01:06:25+00:00,1.03553,148,245,2025-02-12 01:47:08+00:00,1.03604,149,0.49,0.0,0.0,WIN,2025-02-12 01:00:00+00:00,2025-02-12 01:00:00+00:00,6.0,S1,5.145058121593427e-05,0.9975246935650801,0.0024238558537041867,0.9975246935650801,0.017577728120679054,0.9951008377113759,21.0,20.0,MATCHED,MATCHED,[]
2025-02-12 03:00:44+00:00,1.03597,150,247,2025-02-12 03:16:49+00:00,1.03647,151,0.48,0.0,0.0,WIN,2025-02-12 03:00:00+00:00,2025-02-12 03:00:00+00:00,6.0,S1,3.595152829516725e-07,0.9999821079671708,1.753251754563006e-05,0.9999821079671708,0.00021523308993834549,0.9999645754496251,29.0,28.0,MATCHED,MATCHED,[]
2025-02-12 11:00:54+00:00,1.03747,152,251,2025-02-12 11:10:23+00:00,1.03798,153,0.49,0.0,0.0,WIN,2025-02-12 11:00:00+00:00,2025-02-12 11:00:00+00:00,6.0,S1,2.8312738942789803e-06,0.9999971678413728,8.847324743752736e-10,0.9999971678413728,3.9019509417442786e-05,0.9999943365674785,12.0,11.0,MATCHED,MATCHED,[]
2025-02-13 08:31:16+00:00,1.04161,154,258,2025-02-13 09:45:30+00:00,1.04211,155,0.48,0.0,0.0,WIN,2025-02-13 08:30:00+00:00,2025-02-13 08:30:00+00:00,6.0,S1,0.00337355388764728,0.8613626400489777,0.13526380606337493,0.8613626400489777,0.41835010919937626,0.7260988339856027,30.0,29.0,MATCHED,MATCHED,[]
2025-02-13 11:47:36+00:00,1.04058,156,260,2025-02-13 15:02:46+00:00,1.0412,157,0.6,0.0,0.0,WIN,2025-02-13 11:45:00+00:00,2025-02-13 11:45:00+00:00,6.0,S2,2.8381320498501103e-06,0.3633083716553535,0.6366887902125964,0.6366887902125964,0.6553357983852097,0.2733804185572429,2.0,1.0,MATCHED,MATCHED,[]
2025-02-14 05:32:08+00:00,1.04504,158,266,2025-02-14 06:18:06+00:00,1.04554,159,0.48,0.0,0.0,WIN,2025-02-14 05:30:00+00:00,2025-02-14 05:30:00+00:00,6.0,S2,1.779392749028471e-05,7.66749189428581e-08,0.9999821293975915,0.9999821293975915,0.00021373267692605265,0.9999643354701012,5.0,4.0,MATCHED,MATCHED,[]
2025-02-14 20:03:12+00:00,1.04964,160,271,2025-02-17 01:36:49+00:00,1.05014,161,0.4,0.0,-0.08,WIN,2025-02-14 20:00:00+00:00,2025-02-14 20:00:00+00:00,6.0,S1,0.0001227547973379636,0.6844370014213932,0.3154402437812694,0.6844370014213932,0.6245662149509745,0.3689967576401238,29.0,28.0,MATCHED,MATCHED,[]
2025-02-17 05:36:35+00:00,1.04855,162,274,2025-02-17 05:57:15+00:00,1.04907,163,0.5,0.0,0.0,WIN,2025-02-17 05:30:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-02-17 12:31:00+00:00,1.0476,164,277,2025-02-17 15:07:27+00:00,1.04812,165,0.5,0.0,0.0,WIN,2025-02-17 12:30:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-02-18 00:39:48+00:00,1.04775,166,281,2025-02-18 18:09:24+00:00,1.04375,167,-3.83,0.0,0.0,LOSS,2025-02-18 00:30:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4""]"
2025-02-19 08:01:07+00:00,1.04499,168,287,2025-02-19 08:15:54+00:00,1.04553,169,0.52,0.0,0.0,WIN,2025-02-19 08:00:00+00:00,2025-02-19 08:00:00+00:00,7.0,S2,2.0452536112423352e-05,0.0152287930363884,0.9847507544274986,0.9847507544274986,0.07907912489697358,0.9695219613911102,1.0,0.0,MATCHED,MATCHED,[]
2025-02-19 16:05:05+00:00,1.0414,170,290,2025-02-19 16:13:10+00:00,1.0419,171,0.48,0.0,0.0,WIN,2025-02-19 16:00:00+00:00,2025-02-19 16:00:00+00:00,7.0,S2,6.323373064343365e-06,0.0006100059768987228,0.9993836706500372,0.9993836706500372,0.005207127849856829,0.9987736646731384,4.0,3.0,MATCHED,MATCHED,[]
2025-02-19 23:32:51+00:00,1.04221,172,294,2025-02-20 00:44:09+00:00,1.04271,173,0.24,0.0,-0.24,WIN,2025-02-19 23:30:00+00:00,2025-02-19 23:30:00+00:00,7.0,S2,9.397515453863816e-05,0.37167373390224506,0.6282322909432162,0.6282322909432162,0.6607621457816959,0.25655855704097114,2.0,1.0,MATCHED,MATCHED,[]
2025-02-21 00:27:37+00:00,1.04939,174,303,2025-02-21 02:19:14+00:00,1.04989,175,0.48,0.0,0.0,WIN,2025-02-21 00:15:00+00:00,2025-02-21 00:15:00+00:00,7.0,S1,2.156553524614728e-06,0.9999877796019897,1.00638444861987e-05,0.9999877796019897,0.000156157119054455,0.9999777157575035,59.0,58.0,MATCHED,MATCHED,[]
2025-02-21 09:00:00+00:00,1.04774,176,306,2025-02-21 14:45:00+00:00,1.0485,177,0.72,0.0,0.0,WIN,2025-02-21 09:00:00+00:00,2025-02-21 09:00:00+00:00,7.0,S2,0.005656662125087832,1.6505884038615764e-09,0.9943433362243247,0.9943433362243247,0.03491344924777889,0.9886866740992368,1.0,0.0,MATCHED,MATCHED,[]
2025-02-24 05:04:58+00:00,1.05128,178,310,2025-02-24 05:39:39+00:00,1.05181,179,0.5,0.0,0.0,WIN,2025-02-24 05:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-02-24 11:25:56+00:00,1.04689,180,313,2025-02-24 13:38:12+00:00,1.0474,181,0.49,0.0,0.0,WIN,2025-02-24 11:15:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-02-24 14:48:55+00:00,1.04531,182,315,2025-02-24 14:54:57+00:00,1.04584,183,0.51,0.0,0.0,WIN,2025-02-24 14:45:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-02-24 21:00:00+00:00,1.04655,184,318,2025-02-25 02:33:10+00:00,1.04705,185,0.4,0.0,-0.08,WIN,2025-02-24 21:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4""]"
2025-02-25 17:02:13+00:00,1.04949,186,324,2025-02-25 17:56:00+00:00,1.05001,187,0.5,0.0,0.0,WIN,2025-02-25 17:00:00+00:00,2025-02-25 17:00:00+00:00,8.0,S1,3.4080553255799343e-06,0.9999942947324564,2.2972122175804386e-06,0.9999942947324564,7.843709308848403e-05,0.9999908866771308,24.0,23.0,MATCHED,MATCHED,[]
2025-02-26 02:06:21+00:00,1.05122,188,328,2025-02-27 02:39:04+00:00,1.04722,189,-4.06,0.0,-0.24,LOSS,2025-02-26 02:00:00+00:00,2025-02-26 02:00:00+00:00,8.0,S1,1.7414080119095474e-05,0.9235832686194304,0.07639931730045088,0.9235832686194304,0.2700928009855804,0.8471839513189795,60.0,59.0,MATCHED,MATCHED,[]
2025-02-27 13:36:28+00:00,1.04689,190,332,2025-02-27 13:57:35+00:00,1.0429,191,-3.83,0.0,0.0,LOSS,2025-02-27 13:30:00+00:00,2025-02-27 13:30:00+00:00,8.0,S1,8.701141485047604e-07,0.7898016254508076,0.21019750443504387,0.7898016254508076,0.5142310386466968,0.5796041210157636,1.0,0.0,MATCHED,MATCHED,[]
2025-02-27 17:42:06+00:00,1.04036,192,335,2025-02-27 18:00:19+00:00,1.04087,193,0.49,0.0,0.0,WIN,2025-02-27 17:30:00+00:00,2025-02-27 17:30:00+00:00,8.0,S2,0.021958752784054066,8.20212163446742e-38,0.9780412472159444,0.9780412472159444,0.10556733694488558,0.9560824944318904,8.0,7.0,MATCHED,MATCHED,[]
2025-02-27 22:49:29+00:00,1.03948,194,337,2025-02-27 23:12:41+00:00,1.03998,195,0.48,0.0,0.0,WIN,2025-02-27 22:45:00+00:00,2025-02-27 22:45:00+00:00,8.0,S2,3.0618721245512668e-06,2.323951655380878e-18,0.999996938127875,0.999996938127875,4.1936877949392005e-05,0.9999938762557505,29.0,28.0,MATCHED,MATCHED,[]
2025-02-28 06:28:25+00:00,1.03832,196,340,2025-02-28 07:03:04+00:00,1.03883,197,0.49,0.0,0.0,WIN,2025-02-28 06:15:00+00:00,2025-02-28 06:15:00+00:00,8.0,S2,1.0219073304108049e-06,0.05629635278598494,0.9437026253066851,0.9437026253066851,0.21666784267114958,0.8874062725207001,59.0,58.0,MATCHED,MATCHED,[]
2025-02-28 17:23:25+00:00,1.03955,198,345,2025-02-28 17:24:47+00:00,1.04005,199,0.48,0.0,0.0,WIN,2025-02-28 17:15:00+00:00,2025-02-28 17:15:00+00:00,8.0,S2,3.375597292560343e-06,0.45806837214438495,0.5419282522583218,0.5419282522583218,0.6896703606989012,0.0838598801139368,6.0,5.0,MATCHED,MATCHED,[]
2025-03-03 05:03:35+00:00,1.04158,200,349,2025-03-03 09:54:46+00:00,1.04209,201,0.49,0.0,0.0,WIN,2025-03-03 05:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-04 02:16:44+00:00,1.04849,202,356,2025-03-04 07:01:15+00:00,1.04899,203,0.48,0.0,0.0,WIN,2025-03-04 02:15:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4""]"
2025-03-05 02:30:11+00:00,1.06059,204,364,2025-03-05 03:47:35+00:00,1.06109,205,0.47,0.0,0.0,WIN,2025-03-05 02:30:00+00:00,2025-03-05 02:30:00+00:00,9.0,S1,0.0068118172334139864,0.9878769254030861,0.005311257363501027,0.9878769254030861,0.07385408048484718,0.9810651081696722,33.0,32.0,MATCHED,MATCHED,[]
2025-03-05 23:16:43+00:00,1.07889,206,372,2025-03-05 23:54:24+00:00,1.07949,207,0.56,0.0,0.0,WIN,2025-03-05 23:15:00+00:00,2025-03-05 23:15:00+00:00,9.0,S1,1.5406651195618248e-06,0.9999984033730885,5.596179209673417e-08,0.9999984033730885,2.315028688581014e-05,0.999996862707969,63.0,62.0,MATCHED,MATCHED,[]
2025-03-06 08:01:47+00:00,1.07943,208,376,2025-03-06 08:03:21+00:00,1.07994,209,0.47,0.0,0.0,WIN,2025-03-06 08:00:00+00:00,2025-03-06 08:00:00+00:00,9.0,S1,0.002891320690587918,0.9727129801486502,0.024395699160762573,0.9727129801486502,0.13440380889128356,0.9483172809878876,15.0,14.0,MATCHED,MATCHED,[]
2025-03-06 11:25:30+00:00,1.07841,210,378,2025-03-06 11:32:13+00:00,1.07893,211,0.48,0.0,0.0,WIN,2025-03-06 11:15:00+00:00,2025-03-06 11:15:00+00:00,9.0,S1,6.868906158068816e-06,0.5260099551681333,0.4739831759257087,0.5260099551681333,0.6918769359018668,0.0520267792424246,1.0,0.0,MATCHED,MATCHED,[]
2025-03-06 17:13:37+00:00,1.0809,212,381,2025-03-06 18:43:59+00:00,1.07687,213,-3.74,0.0,0.0,LOSS,2025-03-06 17:00:00+00:00,2025-03-06 17:00:00+00:00,9.0,S1,9.46040324181131e-06,0.9989308945979181,0.0010596449988398082,0.9989308945979181,0.008436354311101277,0.9978712495990782,14.0,13.0,MATCHED,MATCHED,[]
2025-03-06 21:11:41+00:00,1.07854,214,383,2025-03-06 22:54:31+00:00,1.07908,215,0.5,0.0,0.0,WIN,2025-03-06 21:00:00+00:00,2025-03-06 21:00:00+00:00,9.0,S2,0.0011170367491762825,0.0003545618376141305,0.9985284014132094,0.9985284014132094,0.011879960604860062,0.9974113646640331,14.0,13.0,MATCHED,MATCHED,[]
2025-03-07 02:06:25+00:00,1.07856,216,386,2025-03-07 02:10:35+00:00,1.07906,217,0.46,0.0,0.0,WIN,2025-03-07 02:00:00+00:00,2025-03-07 02:00:00+00:00,9.0,S1,1.1748305014550595e-06,0.8539415754849138,0.1460572496845846,0.8539415754849138,0.41582561202432766,0.7078843258003291,2.0,1.0,MATCHED,MATCHED,[]
2025-03-07 18:15:37+00:00,1.08301,218,392,2025-03-07 18:24:16+00:00,1.08355,219,0.5,0.0,0.0,WIN,2025-03-07 18:15:00+00:00,2025-03-07 18:15:00+00:00,9.0,S2,0.0013211376072958575,0.0009739854162958036,0.9977048769764086,0.9977048769764086,0.017804380799417485,0.9963837393691127,6.0,5.0,MATCHED,MATCHED,[]
2025-03-10 07:48:51+00:00,1.08259,220,397,2025-03-10 09:20:48+00:00,1.08312,221,0.49,0.0,0.0,WIN,2025-03-10 07:45:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-10 11:05:37+00:00,1.08237,222,399,2025-03-10 11:07:19+00:00,1.08288,223,0.47,0.0,0.0,WIN,2025-03-10 11:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-10 13:47:33+00:00,1.08356,224,401,2025-03-10 14:10:23+00:00,1.08407,225,0.47,0.0,0.0,WIN,2025-03-10 13:45:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-10 16:45:59+00:00,1.083,226,403,2025-03-10 17:11:56+00:00,1.0835,227,0.46,0.0,0.0,WIN,2025-03-10 16:45:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-10 19:03:00+00:00,1.08224,228,405,2025-03-10 19:26:00+00:00,1.08274,229,0.46,0.0,0.0,WIN,2025-03-10 19:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-11 05:10:28+00:00,1.08487,230,409,2025-03-11 06:20:41+00:00,1.0854,231,0.49,0.0,0.0,WIN,2025-03-11 05:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4""]"
2025-03-11 14:28:34+00:00,1.08988,232,413,2025-03-11 14:30:08+00:00,1.09042,233,0.5,0.0,0.0,WIN,2025-03-11 14:15:00+00:00,2025-03-11 14:15:00+00:00,10.0,S1,0.0006799154165511107,0.9993200820199976,2.56345156380337e-09,0.9993200820199976,0.00563872924575954,0.9986401666034465,22.0,,MATCHED,MATCHED,[]
2025-03-11 19:57:27+00:00,1.09232,234,416,2025-03-12 12:30:02+00:00,1.09283,235,0.39,0.0,-0.08,WIN,2025-03-11 19:45:00+00:00,2025-03-11 19:45:00+00:00,10.0,S1,4.763530724481653e-06,0.9999926455308393,2.590938436306955e-06,0.9999926455308393,9.905774314180788e-05,0.9999878820001149,44.0,,MATCHED,MATCHED,[]
2025-03-13 00:11:35+00:00,1.08832,236,421,2025-03-13 00:49:59+00:00,1.08883,237,0.47,0.0,0.0,WIN,2025-03-13 00:00:00+00:00,2025-03-13 00:00:00+00:00,10.0,S2,4.4499793059212715e-06,4.012557863052023e-06,0.9999915374628309,0.9999915374628309,0.00011315823743302679,0.9999870874835249,23.0,22.0,MATCHED,MATCHED,[]
2025-03-13 06:14:56+00:00,1.08784,238,424,2025-03-13 07:16:37+00:00,1.08834,239,0.46,0.0,0.0,WIN,2025-03-13 06:00:00+00:00,2025-03-13 06:00:00+00:00,10.0,S2,2.4491710662304598e-05,0.30205078652875317,0.697924721760585,0.697924721760585,0.6128676450824146,0.3958739352318318,3.0,2.0,MATCHED,MATCHED,[]
2025-03-13 10:37:42+00:00,1.08693,240,426,2025-03-13 11:18:57+00:00,1.08746,241,0.49,0.0,0.0,WIN,2025-03-13 10:30:00+00:00,2025-03-13 10:30:00+00:00,10.0,S2,1.1041820289382816e-05,0.1872163657555208,0.8127725924241892,0.8127725924241892,0.4822961798711929,0.6255562266686684,8.0,7.0,MATCHED,MATCHED,[]
2025-03-13 19:28:41+00:00,1.08484,242,430,2025-03-13 19:33:00+00:00,1.08538,243,0.5,0.0,0.0,WIN,2025-03-13 19:15:00+00:00,2025-03-13 19:15:00+00:00,10.0,S2,3.084779843899757e-06,0.027242317906957664,0.9727545973131986,0.9727545973131986,0.125063599741636,0.9455122794062409,6.0,5.0,MATCHED,MATCHED,[]
2025-03-14 00:29:01+00:00,1.08491,244,432,2025-03-14 00:44:17+00:00,1.08542,245,0.47,0.0,0.0,WIN,2025-03-14 00:15:00+00:00,2025-03-14 00:15:00+00:00,10.0,S1,8.377783899816615e-06,0.9989143069514196,0.0010773152646802405,0.9989143069514196,0.008544639451699266,0.9978369916867393,4.0,3.0,MATCHED,MATCHED,[]
2025-03-14 01:05:57+00:00,1.08464,246,434,2025-03-14 08:23:49+00:00,1.08514,247,0.46,0.0,0.0,WIN,2025-03-14 01:00:00+00:00,2025-03-14 01:00:00+00:00,10.0,S2,1.887274834542308e-06,0.03626796178109005,0.9637301509440759,0.9637301509440759,0.15592319343182884,0.9274621891629858,1.0,0.0,MATCHED,MATCHED,[]
2025-03-17 01:02:44+00:00,1.08777,248,440,2025-03-17 01:41:02+00:00,1.08827,249,0.46,0.0,0.0,WIN,2025-03-17 01:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SPECIFIC_FEATURE_INCOMPLETE,"[""h1_atr_change_4"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-17 05:35:39+00:00,1.08752,250,442,2025-03-17 06:03:19+00:00,1.08803,251,0.47,0.0,0.0,WIN,2025-03-17 05:30:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-17 07:33:23+00:00,1.0872,252,444,2025-03-17 07:53:23+00:00,1.08771,253,0.47,0.0,0.0,WIN,2025-03-17 07:30:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-17 13:03:11+00:00,1.0898,254,447,2025-03-17 13:09:05+00:00,1.0903,255,0.46,0.0,0.0,WIN,2025-03-17 13:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-18 00:40:17+00:00,1.0917,256,451,2025-03-18 07:03:04+00:00,1.09222,257,0.48,0.0,0.0,WIN,2025-03-18 00:30:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4""]"
2025-03-18 22:06:23+00:00,1.09436,258,457,2025-03-19 07:18:05+00:00,1.09037,259,-3.74,0.0,-0.08,LOSS,2025-03-18 22:00:00+00:00,2025-03-18 22:00:00+00:00,11.0,S1,3.3962006711151065e-06,0.9997764008398519,0.0002202029594762971,0.9997764008398519,0.0021206625269375623,0.9995561978803755,24.0,23.0,MATCHED,MATCHED,[]
2025-03-19 13:08:58+00:00,1.08996,260,460,2025-03-19 18:41:52+00:00,1.09056,261,0.55,0.0,0.0,WIN,2025-03-19 13:00:00+00:00,2025-03-19 13:00:00+00:00,11.0,S2,1.0191709300480771e-05,0.009000591798811425,0.9909892164918879,0.9909892164918879,0.05148417894603948,0.9819886246930765,3.0,2.0,MATCHED,MATCHED,[]
2025-03-20 04:18:48+00:00,1.09072,262,465,2025-03-20 07:39:11+00:00,1.08672,263,-3.68,0.0,0.0,LOSS,2025-03-20 04:15:00+00:00,2025-03-20 04:15:00+00:00,11.0,S1,1.5148552028050114e-06,0.6040044026763114,0.3959940824684856,0.6040044026763114,0.6713749880099179,0.20801032020782578,2.0,1.0,MATCHED,MATCHED,[]
2025-03-21 01:01:57+00:00,1.08512,264,472,2025-03-21 12:03:31+00:00,1.08564,265,0.48,0.0,0.0,WIN,2025-03-21 01:00:00+00:00,2025-03-21 01:00:00+00:00,11.0,S1,7.873387865408545e-07,0.7153834009886023,0.2846158116726107,0.7153834009886023,0.5972716978101323,0.43076758931599163,16.0,15.0,MATCHED,MATCHED,[]
2025-03-21 14:34:42+00:00,1.08194,266,474,2025-03-21 14:37:08+00:00,1.08245,267,0.47,0.0,0.0,WIN,2025-03-21 14:30:00+00:00,2025-03-21 14:30:00+00:00,11.0,S2,1.6138820528035213e-05,0.0414106813733983,0.9585731798060741,0.9585731798060741,0.17259528064573626,0.9171624984326758,3.0,2.0,MATCHED,MATCHED,[]
2025-03-24 10:00:18+00:00,1.08386,268,481,2025-03-24 10:15:29+00:00,1.08436,269,0.46,0.0,0.0,WIN,2025-03-24 10:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,NO_FEATURE_ROW_AT_BOUNDARY,
2025-03-24 13:16:03+00:00,1.08198,270,483,2025-03-24 13:32:00+00:00,1.08249,271,0.47,0.0,0.0,WIN,2025-03-24 13:15:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,NO_FEATURE_ROW_AT_BOUNDARY,
2025-03-25 02:26:17+00:00,1.07987,272,488,2025-03-25 04:00:10+00:00,1.08037,273,0.46,0.0,0.0,WIN,2025-03-25 02:15:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""er_16"", ""rv_16"", ""atr_change_1"", ""atr_change_8"", ""slope_atr_4"", ""slope_atr_16"", ""range_pos_16"", ""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-25 07:43:51+00:00,1.07854,274,490,2025-03-25 07:51:32+00:00,1.07905,275,0.47,0.0,0.0,WIN,2025-03-25 07:30:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-25 19:15:34+00:00,1.07934,276,495,2025-03-25 19:44:38+00:00,1.07986,277,0.48,0.0,0.0,WIN,2025-03-25 19:15:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-26 04:40:36+00:00,1.07822,278,499,2025-03-26 06:06:12+00:00,1.07873,279,0.47,0.0,0.0,WIN,2025-03-26 04:30:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-26 07:00:02+00:00,1.07843,280,501,2025-03-26 07:28:22+00:00,1.079,281,0.53,0.0,0.0,WIN,2025-03-26 07:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-26 13:18:42+00:00,1.07725,282,504,2025-03-26 13:38:18+00:00,1.07776,283,0.47,0.0,0.0,WIN,2025-03-26 13:15:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
2025-03-26 16:04:30+00:00,1.07771,284,506,2025-03-26 16:05:48+00:00,1.07821,285,0.46,0.0,0.0,WIN,2025-03-26 16:00:00+00:00,,,,,,,,,,,,NO_COMPLETE_VECTOR_AT_BOUNDARY,SEGMENT_WARMUP,"[""h3_atr_change_4"", ""h3_slope_atr_8""]"
