period,state,variable,WIN_N,WIN_total,WIN_missing,WIN_mean,WIN_median,WIN_q25,WIN_q75,WIN_IQR,LOSS_N,LOSS_total,LOSS_missing,LOSS_mean,LOSS_median,LOSS_q25,LOSS_q75,LOSS_IQR,mean_difference,median_difference,cliffs_delta,hedges_g
2016,S0,posterior_margin,25,25,0,0.845879515341506,0.9998806168612944,0.8840860353785862,0.9999999949375096,0.11591395955892336,3,3,0,0.8773438961334937,0.99999999999973,0.8160158442002404,0.999999999999865,0.18398415579962457,0.03146438079198777,0.00011938313843562476,0.24,0.10445275727217126
2016,S0,posterior_entropy,25,25,0,0.18201403970557223,0.0006402690785334,5.2636130064180796e-08,0.2213115251703398,0.22131147253420974,3,3,0,0.15912765444222507,4.1317768657405146e-12,2.0658884328702573e-12,0.23869148166333762,0.23869148166127174,-0.02288638526334716,-0.0006402690744016232,-0.25333333333333335,-0.06983690750625654
2016,S1,state_age,105,105,0,6.161904761904762,4.0,2.0,7.0,5.0,1,1,0,1.0,1.0,1.0,1.0,0.0,-5.161904761904762,-3.0,-0.8095238095238095,
2016,S1,bars_since_transition,103,105,2,5.184466019417476,3.0,1.0,6.0,5.0,1,1,0,0.0,0.0,0.0,0.0,0.0,-5.184466019417476,-3.0,-0.8058252427184466,
2016,S1,max_posterior,105,105,0,0.9001986978134319,0.9857728805495408,0.8440550235077695,0.9994231952786254,0.15536817177085593,1,1,0,0.8033729046418304,0.8033729046418304,0.8033729046418304,0.8033729046418304,0.0,-0.09682579317160145,-0.1823999759077104,-0.5619047619047619,
2016,S1,posterior_margin,105,105,0,0.8018179410584031,0.9723754070541952,0.6881122292766996,0.9989798815535637,0.3108676522768641,1,1,0,0.606748396176267,0.606748396176267,0.606748396176267,0.606748396176267,0.0,-0.19506954488213613,-0.36562701087792826,-0.580952380952381,
2016,S1,posterior_entropy,105,105,0,0.22383277815036814,0.077790501744022,0.0051905036268196,0.444685455429646,0.4394949518028264,1,1,0,0.4957225420066068,0.4957225420066068,0.4957225420066068,0.4957225420066068,0.0,0.27188976385623864,0.4179320402625848,0.5619047619047619,
2016,S2,state_age,209,209,0,11.119617224880383,9.0,3.0,14.0,11.0,40,40,0,9.45,8.0,5.0,12.0,7.0,-1.6696172248803833,-1.0,-0.008133971291866028,-0.16238977472440677
2016,S2,bars_since_transition,198,209,11,9.853535353535353,8.0,2.0,13.0,11.0,38,40,2,8.605263157894736,7.5,4.0,11.0,7.0,-1.2482721956406166,-0.5,0.006512493354598618,-0.12619217777585937
2016,S2,max_posterior,209,209,0,0.9411331409296098,0.9978323364844351,0.9404567994397928,0.999947395714578,0.05949059627478526,40,40,0,0.9747301934879845,0.9998631240287585,0.9979849130952108,0.9999834234903207,0.001998510395109898,0.03359705255837475,0.002030787544323398,0.2638755980861244,0.30849932637441585
2016,S2,posterior_margin,209,209,0,0.8828523759012166,0.9956741302671192,0.8809182497678061,0.9998999957754112,0.11898174600760514,40,40,0,0.9495499157642279,0.9997262480575181,0.9959698261904224,0.9999677388666,0.003997912676177551,0.0666975398630113,0.004052117790398935,0.2619617224880383,0.30707704339005715
